Course Name,Platform
Automating Real-World Tasks with Python,Coursera
Introduction to programming with Java,Udemy
Uzmanından Ücretsiz Wordpress Eğitimi,Udemy
Scratch Game Programming for Young Adults,Udemy
"R, ggplot, and Simple Linear Regression",Udemy
Unreal Engine 4 Essentials - Uma Introdução Detalhada,Udemy
"Aprende PHP y MySQLi, conceptos básicos para principiantes.",Udemy
Introduction to Programming in C++,edX
Vue.js Fast Crash Course,Udemy
Understanding Docker and using it for Selenium automation,Udemy
React JS Frontend Web Development for Beginners,Udemy
Aprenda Unity 5 (2016) - Como criar um jogo de plataforma 3D,Udemy
Fundamentos de Bootstrap 4: Crea tu primer sitio responsive,Udemy
An Introduction to Programming Through C++,Swayam
Fundamentos de Programación Web para Principiantes,Udemy
Programming in Java,Swayam
"Desarrollo Web con HMTL, CSS y Bootstrap 4! Curso desde cero",Udemy
Microcontrollers and the C Programming Language (MSP430),Udemy
Fundamentals of Programming: Understanding C#,Udemy
Cucumber with Selenium Java (Basic),Udemy
JavaScript Essentials 2020 Mini Course,Udemy
Master the Basics of HTML5 & CSS3: Beginner Web Development,Udemy
Curso de FlexBox desde 0,Udemy
Free AWS Certified Cloud Practitioner 2019,Udemy
Aprende a crear páginas web con HTML y CSS,Udemy
Creación de Videojuegos en Unreal Engine para principiantes,Udemy
Programlamaya Giriş İçin Temel Kurs,Udemy
AWS Developer: Deploying on AWS,edX
Introduction to Python,Coursera
Django 2.0 - Aprendendo os conceitos fundamentais,Udemy
RESTful Web Services with Spring Framework - A quick start,Udemy
Learn HTML & CSS: How To Start Your Web Development Career,Udemy
API Design and Fundamentals of Google Cloud's Apigee API Platform,Coursera
Deep learning Preparation Course in Arabic Part 1 : Python,Udemy
PROBAR DJANGO | Crear una Aplicación Web,Udemy
Maven Quick Start: A Fast Introduction to Maven by Example,Udemy
Introduction to HTML,Coursera
Advanced Programming in C++,edX
Lógica de Programação com Dart,Udemy
Introduction to Cloud Computing,Coursera
"Build a Quiz App with HTML, CSS, and JavaScript",Udemy
Sass Workflow,Udemy
React vs Angular vs Vue.js by Example,Udemy
Baştan sona C Programlama eğitimi,Udemy
La biblia perdida de Bootstrap 4,Udemy
Introduction to Data Structures,edX
Katalon Studio - Step by Step for Beginners,Udemy
HTML for Beginners,Udemy
Curso React.js Ninja: Módulo React + Webpack,Udemy
Laravel Homestead,Udemy
Angular Fast Crash Course,Udemy
Programming for Entrepreneurs - HTML & CSS,Udemy
Introducción a Tecnologías del Desarrollo con los Mejores,Udemy
Einführung in MATLAB,edX
Advanced Data Structures,edX
Curso de C# .NET desde cero hasta lo mas avanzado full stack,Udemy
Cómo Programar para Emprendedores - JavaScript,Udemy
Introducción a la programación con Scratch,Udemy
Mobile Computing with App Inventor – CS Principles,edX
Java for Absolute Beginners,Udemy
Angular - Mastering the Basics,Udemy
GCP - Google Cloud Platform Concepts,Udemy
Free Python 101 Class Beginners Bootcamp Intro to Python NYC,Udemy
Introduction to Web Accessibility,edX
Angular for Beginners Course (includes FREE E-Book),Udemy
Introduction to Web Development,FutureLearn
Object Oriented Programming (OOPs) for JAVA Interviews,Udemy
AngularJS Authentication: Secure Your App with Auth0,Udemy
Introducción a la Programación con Python,Udemy
Dominando WordPress sin programación,Udemy
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Coursera
Programming 102: Think Like a Computer Scientist,FutureLearn
Programming in C++,Swayam
Aprende Accesibilidad Web paso a paso,Udemy
GAME DEVELOPMENT WITH CONSTRUCT 2/3 - MASTER COURSE IN HINDI,Udemy
PHP 7 do Básico ao Intermediário,Udemy
2D Game Art for Non-Artists,Udemy
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive,Udemy
jQuery y AJAX Desde Cero - La Guía Definitiva,Udemy
Chrome Extensions : Develop 5 chrome extensions from scratch,Udemy
Get Creative with People to Solve Problems,FutureLearn
Selenium Webdriver Automate 10 commercial Sites - Basics C1,Udemy
Try Django 2.2 - Web Development with Python 3.6+,Udemy
Mi primer juego con Unity 5,Udemy
Curso Completo de Automação de Testes Para Iniciantes,Udemy
Produtividade com VSCode,Udemy
Introduction to Web Cartography: Part 1,edX
Become a HTML and CSS Developer - Build a Responsive Site,Udemy
Angular 9 Essencial [2020],Udemy
ASP.NET Zero: Development with ASP.NET Core & Angular,Udemy
HTML Introduction Course: Learn HTML in 2 hours!!!,Udemy
Scratch to Python: Moving from Block- to Text-based Programming,FutureLearn
"C++, Short and Sweet, Part 1",Udemy
How To Build And Make A Wordpress Website From Scratch 2021,Udemy
"React, Redux e integração de APIs",Udemy
Programador web: Cookies y Sesiones en PHP,Udemy
Try Django 1.11 // Python Web Development,Udemy
CodeIgniter framework basic tutorial - (version 3 & above),Udemy
Introduction to Cloud Computing,edX
AWS Developer: Optimizing on AWS,edX
Selenium Java Framework from Scratch,Udemy
Introduction to R,Udemy
Introducción a Java desde cero,Udemy
软件测试 (Software Testing),Coursera
Основы разработки на C++: жёлтый пояс,Coursera
Curso de Dart Lang,Udemy
Java for Noobs,Udemy
Selenium Webdriver Java : Learn from Scratch (Free course),Udemy
MEAN Stack For Web Developers: Build Websites on Javascript,Udemy
Introdução ao JavaScript,Udemy
Desenvolvimento Ágil com Java Avançado,Coursera
Python For Data Science,Udemy
Python Programlamanın Temelleri,Udemy
Bir Yazılımcının Yol Haritası,Udemy
Data Base Management System,Swayam
Web Developer Course HTML CSS JavaScript Learn Web Design,Udemy
Javascript Curso Gratis 2020,Udemy
Testes Unitários em Java Utilizando o JUnit,Udemy
Curso de maquetación web de lo básico a lo avanzado,Udemy
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,Udemy
Developing Cloud-Native Apps w/ Microservices Architectures,Udemy
Introdução ao Desenvolvimento de Aplicativos Android,Coursera
Selenium Basics - Step by Step for Beginners,Udemy
Apprendre à créer des sites professionnels avec HTML5 et CSS,Udemy
Desenvolvimento Ágil com Padrões de Projeto,Coursera
"Typescript with modern React (i.e. hooks, context, suspense)",Udemy
Google Cloud Platform Fundamentals: Core Infrastructure en Español,Coursera
Exploring GraphQL: A Query Language for APIs,edX
Build CRUD Application - PHP & Mysql,Udemy
Learn Python 3 From Scratch | Python for Absolute Beginners,Udemy
Introducción a la Programación con JavaScript,Udemy
Java ile Programlamaya Giriş 1,Udemy
Introduction to ASP.NET Core,Udemy
Java for total beginners - Easy-to-follow Java programming,Udemy
HTML5 Simple Game Programming Preparation,Udemy
Art of C Programming,Swayam
NestJS: Node + Typescript al estilo Angular para crear APIS,Udemy
Introduction to Programming in Swift 5,Coursera
Learning ECMAScript The Next Generation of Javascript,Udemy
jQuery and AJAX for Beginners - The Definitive Guide,Udemy
Fundamentos de C# para Principiantes,Udemy
Curso de WordPress | Desde 0 - Principiantes| 2020,Udemy
Introducción a Git & GitHub,Udemy
Python Programming Bootcamp (2019),Udemy
"Learn HTML, CSS, JavaScript And TypeScript From Scratch",Udemy
Getting Started With Software Testing Context and Basics,Udemy
Learn R for Business Analytics from Basics,Udemy
Angular and Spring MVC (Updated: Angular 9 and Spring boot),Udemy
Python Flask for Beginners,Udemy
Deep Learning Prerequisites: The Numpy Stack in Python V2,Udemy
Desenvolvedor Kotlin Iniciante,Udemy
Dart & Introducción a Flutter,Udemy
JSP and Servlets for Beginners,Udemy
Aprende a crear páginas web con HTML5 y CSS3,Udemy
CP-SAT - Certified Professional Selenium Automation Testing,Udemy
Laravel E-Commerce Restful API,Udemy
React JS: La biblioteca de JS creada por Facebook,Udemy
Guía Completa de WordPress - Aprende a crear sitios web,Udemy
Get Data Off the Ground with Python,Others
A'dan Z'ye Bootstrap 4,Udemy
Programming 103: Saving and Structuring Data,FutureLearn
Introduction to Databases and SQL,FutureLearn
ES6 / EcmaScript Fast Crash Course,Udemy
HTML5 ve CSS3,Udemy
Chrome 網頁除錯功能大解密,Udemy
Mobile Computing with App Inventor: CS Principles Part II,edX
Basic Coding in JavaScript [2019],Udemy
ООП и паттерны проектирования в Python,Coursera
Get to know HTML Learn HTML Basics,Udemy
C# .NET For Beginners,Udemy
Introduction to X Theme and Cornerstone for Wordpress,Udemy
Hacking PostgreSQL: Data Access Methods,edX
AWS IoT: Developing and Deploying an Internet of Things,edX
Fundamentals of Java EE Development,edX
Typescript Fundamentals,Udemy
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",edX
AWS: Getting Started with Cloud Security,edX
C# Öğrenin,Udemy
C Programming 2019: Master The Basics!,Udemy
Introduction to Laravel 4,Udemy
Object Oriented Programming in JAVA,Udemy
How To Build A Website Using WordPress - AMAZING,Udemy
Everything for Software Tester,Udemy
Tienda en línea con WordPress y WooCommerce - Guía Completa,Udemy
Webpack 4: Beyond the Basics,Udemy
Diseño Web - Aprende creando un sitio web paso a paso,Udemy
Introducción a PHP y creación de un CRUD básico.,Udemy
Introduccion a CodeIgniter,Udemy
Introduction to Industry 4.0 and Industrial Internet of Things,Swayam
Introduccion Visual Basic 2012,Udemy
MATLAB Basics for Beginners - Learn from Top Experts,Udemy
Build a Responsive Website with a Modern Flat Design,Udemy
Practical Understanding of PHP and MySQL,Udemy
Data Science in the Games Industry,FutureLearn
Designing Digital Solution,Swayam
Getting Started With Wordpress - A Beginners Guide,Udemy
AZ-900 Microsoft Azure Fundamentals,Udemy
"Как создать, развивать и продвигать сайт",Udemy
Java Básico desde Cero,Udemy
Intro to Node JS & Express,Udemy
Laravel 6 PHP Framework for Just Beginners,Udemy
Python ile Nesne Tabanlı Programlama A-Z™,Udemy
Unity Beginners | Learning The Basics,Udemy
AWS Cloud Practitioner Essentials,Coursera
PHP Yazabilirim-Temel PHP Eğitim Seti,Udemy
Python & Cryptocurrency: Build 5 Real World Applications,Udemy
Introduction to CSS Development,Udemy
Learn what's new in PHP 7,Udemy
►WORDPRESS◄ - ¡Cómo crear una página web para principiantes!,Udemy
Vue入门基础(vue js),Udemy
Python 3 in 100 Minutes,Udemy
Digital Ecosystem Infrastructure,edX
Aprenda Delphi e Lazarus do Zero - 100% Gratuito,Udemy
دورة متكاملة في لغة السي شارب c#,Udemy
Try AngularJS: Beginner's Guide to Front End Web Development,Udemy
TypeScript Fast Crash Course,Udemy
JavaScript For Absolute Beginners - Build Simple Project,Udemy
